ID_juntos;ID;Provincia;Enclave;COSERID;Ejemplo;Preposicion_anterior;Forma;Preposicion_de;Definitud_termino;Termino_tipo;Verbo;Observaciones;Búsqueda
122;19;Asturias;Fechaladrona - Villoria (Laviana);509; I :  No, no. Nada, nada. Los caballos utilizábanlos pa car-, pa la carga, por ejemplo, tenemos que dir a Villoria a buscar el carbón a ese pozo que se cerró y subilo en caballos. Pero, de otra manera, pa..., pa la gente, no.  E2 :  Tengo una curiosidad muy grande. Antes, cuando no había electricidad, ¿cómo se iluminaban?  I :   |T11| Pues iluminábase con carburo, con unos candiles que se llamaben, de carburo, que yo en casa de un hermano mío que él muchos años que está en Laviana, entonces ya tienen ahí uno de, de cuando se alumbraba con el carburo. Que se echaba, yeren une- | eren unes piedres y echaben abajo les piedres, arriba el agua, enroscaben bien y iban soltando gotina a gotina, porque si no, inflamaba, y con aquellos carburos se alumbraba, con aquellos candiles de carburo. Y..., y cocina de carbón, vaya por Dios. Me acuer-... Tengo un hermano en Oviedo que tendrá ahora... setenta y algo de años, y sería la primera cocina que puso mi padre y mi madre, cuando él nació. Se [A-Inn] en..., en el llar, se llamaba, y allí también hacían... bueno, había hornos pa cocer el pan, eso sí, toavía, toavía hay algún por ahí. Echaben adentro leña, muy seca, y... hasta que se ponía el horno blanco, luego sacábenlo y limpiábenlo y metían allá el pan tapao con una tapadera de madera y allí ya sabíen qué tiempo llevaba cocer el pan. Igual amasaben pan, no como nosotros ahora por ejemplo si quieres amasar hoy, mañana o eso pa... cuatro o seis días o más, sí, no se comía del día, como ahora.   E2 :  ¿Y cómo lo conservaban el pan?  I :  |T12| Pues conservábase, sí, yera pan recogío de casa, de trigo, y..., y había molín pa moler de los vecinos también. Yo sé que mi madre tenía el número... el día trece pa moler y era un día cada vecino. ;en;casa;si;indefinido;parentesco;estado;;en a de casa de
123;20;Ávila;Madrigal de las Altas Torres;609; I1 :  Hombre. Cuando se compra para usarlo la primera vez, hay que lavarlo bien lavao, y tenderlo al sol para que se seque, claro. Pero luego ya no. Luego ya nada más los hacen cada dos años se hacen, y nada más.  E1 :  ¿Y ustedes han consumido alguna vez leche de, de oveja?  I1 :   Yo sí lo he bebido. Consumirlo, consumirlo no, lo he bebido en casa de una tía mía que tenía ovejas. Sí lo he bebido, pero, claro, a lo mejor una vez al año, lo bebía si íbamos a ayudarla a la matanza y cosas de esas.   E1 :  Y, ¿qué prefiere, la leche de vaca o la leche de oveja?  I1 :  Bueno, pues yo ya ni me acuerdo siquiera, porque yo tendría entonces seis años o cinco, y ya ni me acuerdo siquiera, y hemos | yo he estao consumiendo leche de vaca hasta el año pasao, ahora ya no, ahora ya lo compro de esto que venden en las tiendas. [HS:I2 Empaquetadas.] Empaquetadas, sí. ;en;casa;si;indefinido;parentesco;estado;;en a de casa de
124;21;Ávila;Madrigal de las Altas Torres;609;E1 :  |T2| ¿Han hecho alguna vez queso?  I1 :  Yo no. Yo no.  E1 :  ¿Y no recuerda a su madre?  I1 :   Yo sí, de recuerdo a mi madre que lo ha hecho en casa de mi tía, digo que tenía ovejas, y hacía queso, se iba mi madre a ayudarla a hacer queso.   E1 :  ¿Y cómo se hace el queso?  I1 :  Pues, eso si que ya no te puedo explicar yo, lo ponían en | la leche, echaban | yo no se qué echaban en la leche y lo ponían a orilla de la lumbre, para que se cuajara. Entonces luego lo echaban en unas mantillas blancas. ;en;casa;si;definido;parentesco;estado;;en a de casa de
125;22;Ávila;Madrigal de las Altas Torres;609;E1 :  |T2| Y, ¿han hecho alguna vez pan ustedes?  I1 :  No. Yo, no.  E1 :  ¿Nunca? ¿No recuerda?  I1 :   Yo sí recuerdo de que... [HS:I2 Yo no recuerdo.] Yo sí, me acuerdo de mi madre hacerlo y llevarlo luego a cocer en casa de los de [NP].   I2 :  Yo no me acuerdo eso.  E2 :  Pero ¿qué es lo que hacía? ;en;casa;si;definido;otro;movimiento;;en a de casa de
126;23;Ávila;Madrigal de las Altas Torres;609;I1 :  Pues en el pajar.  E2 :  Y usted, ¿conserva todavía algún carro antiguo o...?  I1 :   Sí, le tengo, pero aquí no está, allí en casa de mi suegra está.   E2 :  Y aquí miel, ¿ha habido algún vez miel, abejas o...?  I1 :  Sí, don | las tuvo don [NP] | don [NP]. ;en;casa;si;definido;parentesco;estado;;en a de casa de
127;24;Ávila;Burgohondo;604; I3 :  Bueno, yo me llamo [NP].  E2 :  ¿Y edad?  I3 :  Edad, sesenta y nueve.  E2 :  Muy bien.  I3 :   |T14| Y la despedida de soltero, pues aquí, pues se buscan unos guitarreros, se va en cada casa de | bueno, eso cuando se casan. En casa del novio, se canta la ronda al novio, luego se va a casa de la novia, se canta la ronda, se saca vino, limoná, bollos, de toa clase allí. Luego sale to'l mundo a bailar hasta las dos de la mañana, o hasta las cuatro de la mañana, y estupendamente se pasa.   E2 :  ¿Y hacían vino uste-, vino ustedes en el pueblo, tenían viñas?  I3 :  Sí, hombre, aquí hay mucho viñedo, hay mucho viñedo. Se ha hecho muchísimo vino. ;a;casa;si;definido;otro;movimiento;;en a de casa de
128;25;Ávila;Burgohondo;604;I3 :  Sí, sí, yo estoy, estoy casado, sí. Casé con una de aguas pa allá [RISAS] Que aquí llamamos a las de agua pa allá las que vivían antes del río pa allá, porque antes había mucha gente viviendo del río pa allá, que eso se llamaba hombrías. Y yo, pues aquí ya no la encontraba, y tuve que irme allí a buscarla, porque aquí no la encontraba [RISAS].  E2 :  ¿Cómo conoció a su mujer? Cuéntenos.  I3 :   Bueno, ¿cómo la conocí? Porque yo trabajé allí en casa de [NP], que es esta tienda, una panadería de cuarenta y dos años, y ella estuvo aquí ocho años sirviendo y aquí nos conocimos, ¿verdad? Yo no la podía conocer, porque yo allí pasaba de andar por aquellos caminos. Por aquellos caminos tenía que estar un tío mu enseñao pa andar por ellos, porque eran caminos muy malos y eso.   E2 :  El, el día de su boda, por ejemplo, ¿recuerda usted el traje de su mujer? ¿Cómo eran los trajes de novia antes?  I3 :  Huy. Entonces no había. No se po- | entonces no había blancos. Mi mu-, mi mujer lo llevó azul. Yo, un trajecillo. Y saqué, pues de la boda mil novencientas cincuenta pesetas saqué. En aquellos tiempos, en el año cincuenta y uno. ;en;casa;si;NP;NP;estado;;en a de casa de
129;202;Ávila;Burgohondo;604;I3 :  Pues, no, entonces no, entonces no había esas cosas, no. Hombre, a lo mejor de mozo la regalé un pañuelo, que se usaban entonces. Un pañuelito así. Y esas cosas, una sortija también la regalé una vez. Pero en fin, cosa de poco valor porque entonces no.  E2 :  ¿Y cuándo, cuándo entraba el novio en casa antes?  I3 :   Huy. Entonces costaba mucho eso, entrar en casa de la novia. [RISAS] No como ahora. Ahora sí que da gusto, que se echa el novio y [ONOMAT], entró enseguida en casa [RISAS]. Pero anda que a mí no me costó. Entonces sí... Ay, que viene por allí mi tío, escapando para que no nos viera su tío. Que viene por allí mi hermano, escapando pa que no nos vea, no la viera su hermano. Entonces eso era | eso costaba mucho, mucho tiempo costaba entrar en casa de la novia. Sí, se desconfiaba también mucho. No sé por qué. Y claro, un poco de ignorancia, porque entonces más que nada era ignorancia. Lo mismo había personas buenas entonces que ahora y lo que pasa es que, claro, se vivía más atrasaos, ¿comprendes?   E2 :  ¿Usted cree que ha cambiado eso, entonces?  I3 :  Esto ha cambiao mucho, pero, vamos, muchísimo. Esto empezó a cambiar de cuando la Guerra Civil, de la Guerra Civil, de antes de la Guerra Civil y eso éramos todos medio analfabetos y nada sin pocas | con muy poquita experiencia. ;en;casa;si;definido;otro;ambiguo;;en a de casa de
130;26;Ávila;Burgohondo;604;I3 :  Pues, no, entonces no, entonces no había esas cosas, no. Hombre, a lo mejor de mozo la regalé un pañuelo, que se usaban entonces. Un pañuelito así. Y esas cosas, una sortija también la regalé una vez. Pero en fin, cosa de poco valor porque entonces no.  E2 :  ¿Y cuándo, cuándo entraba el novio en casa antes?  I3 :   Huy. Entonces costaba mucho eso, entrar en casa de la novia. [RISAS] No como ahora. Ahora sí que da gusto, que se echa el novio y [ONOMAT], entró enseguida en casa [RISAS]. Pero anda que a mí no me costó. Entonces sí... Ay, que viene por allí mi tío, escapando para que no nos viera su tío. Que viene por allí mi hermano, escapando pa que no nos vea, no la viera su hermano. Entonces eso era | eso costaba mucho, mucho tiempo costaba entrar en casa de la novia. Sí, se desconfiaba también mucho. No sé por qué. Y claro, un poco de ignorancia, porque entonces más que nada era ignorancia. Lo mismo había personas buenas entonces que ahora y lo que pasa es que, claro, se vivía más atrasaos, ¿comprendes?   E2 :  ¿Usted cree que ha cambiado eso, entonces?  I3 :  Esto ha cambiao mucho, pero, vamos, muchísimo. Esto empezó a cambiar de cuando la Guerra Civil, de la Guerra Civil, de antes de la Guerra Civil y eso éramos todos medio analfabetos y nada sin pocas | con muy poquita experiencia. ;en;casa;si;definido;otro;ambiguo;;en a de casa de
131;27;Badajoz;Orellana de la Sierra;723; I2 :  A últimos de noviembre y a primeros de diciembre... que todavía mucha gente mata. Aquí una vecina nuestra mata to los años lo menos dos... y bien gordos. Otra prima hermana mía también mata, que antes era en toas, en toas, en toas las casas. Mataban uno o dos, [PS] según la familia que estaban, ¿no? Si había mucha familia, a en casa de su suegra, que era mi tío, hermano de mi madre, pues siempre mataban dos, y bien gordos. Y hacían dos artesas de morcilla, pa tené pa to el año, para el hijo. Luego se iban al campo, tenían ganao, a lo mejó [R-Ind] se llevaban merienda y, y pa tener algo por la mañana, hasta por la noche no venían. [R-Cas] Claro, pues eso, tenía su tocino, tenían su morcilla, aunque hicieran tortilla, huevos | un huevo cocío, sardinas, [RESPIR] pero lo que más sujetaba era la | lo que tenían en casa, que le echaban un cacho chorizo, un cacho morcilla y... cuando había lomo, lomo, cuando se acababa, luego ya..., pues tenían que comer morcilla. Cuando había jamón, pues también se le echaban unos buenos trozos, [PS] se lo comía la gente. Había mucha gente que también a lo mejó vendía uno, un jamón y con el jamón compraba el cochinito pa'l otro año. [R-Cas] En agosto ya o en setiembre ya estaban los jamones, ya se vendían, ¿no?, ya estaban curaos pa comerse. Pues a lo mejó vendía un jamón y a lo mejó compraba dos cochinitos de dos meses pa cebarlos, pa luego matarlos. [PS] Así...   E2 :  Y aquí, ¿cuántos, eh... cochinos se mataban?  I2 :  Nosotros | yo, uno, mi hermana, dos. Casi siempre ha matao dos, pero yo estaba mi marido y yo. ;en;casa;si;definido;parentesco;estado;;en a de casa de
132;28;Badajoz;Orellana de la Sierra;723;I2 :  no, se lo compraban sus madres.  E2 :  ¡Ah! De acuerdo.  I2 :   Las sábanas y toas esas cosas. Y la cama y su armario, antes llevaban... a mi hermana | yo tenemos la cómoda ahí de mi madre, que llevó una cómoda, entonces no era armario, pero llevaba su cama de madera y su cómoda preciosa, que todavía la tenemos la cama, ahí en casa de mi tía la tenemos que las muchachas se acuestan ahí, en esa casa de ahí más allá, que era de mi abuela, y es de mi madre o e-, era de mi tía y es nuestra, bueno, pues ahí tenemos la cama de mi madre todavía que llevó cuando se casó. La mía era de níquel [R-Ind] ya de estas [R-Ind] que se empezaron a llevar de níquel, mi armario, mis dos mesas de noche... Mi hermana la tiene de madera, su cama, sus mesas de noche, [R-Ppl] su coqueta, su armario. Sí, [A-Inn] la gente... Pero eso lo compraba s- | la madre.   E2 :  La madre.  I2 :  La madre.  E2 :  ¿La madre de quien?  I2 :  De la novia.  E2 :  De la novia.  I2 :  Sí, [HS:E2 Todo...] daba su silla, sí pa | y su casa, su mesa de comer, que entonces, su camilla, eso lo llevaba la novia. La novia es la que lo llevaba. Su, [HS:E2 ¿Y la casa?] sus platos. La casa, las que tenían casa, se iban, mi hermana se quedó aquí, yo me fui a una casa que era de mi suegro, ahí abajo, pero a mí mi madre me compró mi silla y me compró | en la sala, porque en la cama no cabía la cama con el armario que era la habitación más bien pequeñita, así como ésta, un poquito más grande, y en la sala, puse mi armario, puse mi seis sillas que me dio mi madre y [R-Cas] dos pedestales que están ahí en casa todavía... O sea que eso, unas mecedoras que me compró mi madre que son de esas que están ahí en casa, las tenían en su | en la casa, sus cuadros, esos dos cuadros eran de los que me llevé cuando me casé, esos dos del [A-PIn: acá] serían. Tenía de esos amarillitos también colgá, esos... cositas colgá, pero esto me lo compró mi madre. Eso lo llevaba. A los..., a los hombres los daban... costales, [HS:E2 ¿Qué es eso?] pa el grano. Unos costales de eso, sus talegas, sus fiambreras, pa que los echaran la merienda luego que iban al campo, sus alforjas, unas de pintá más bonitas, otra más pa ir al campo, bueno, pues eso los daban a los hombres. Y había quien los daba su cama de soltero. A mi marido le dieron una cama que yo la tengo ahí, y a mi cuñao le dieron su cama que están ahí las dos, una de cada uno, que se lo dio su madre, con su [A-Inn]. A mi marido le dieron un cofre, mi cuñao ya fue después llevaba su armario, que está ahí el armario, más chiquito, ¿no?, pero un armario, eso se los daba a los hombres. La gente que podía más la... | [R-Ppl] los daban una bestia, pa que empezaran a trabajar, ¿no?, a los hombres, pero las mujeres eran las que llevaban la... | las cosas esas de la... del plato y esas cosas, eran las mujeres las que lo llevaban. El ajuar ese era las mujeres la que se lo da. Los hombres, ya te digo, hacían el gasto ese de la boda, lo pagaban al cura y a toas esas cosas, eso lo hacían lo, los padres del novio, y los daban, ya te digo, a algunos hombres los daban su baúl, con su muda, ¿no? Eso, la gente que tenía más ya pos los daba su cama, que es una cama de [A-Inn] los [A-Inn] de solteros, ¿no?, pero con su colchón, sus colchas y sus sabanitas y en fin, sus cositas también, sí, a los hombres, pero a las mujeres las daban más..., más ajuar. ;en;casa;si;definido;parentesco;estado;;en a de casa de
133;29;Badajoz;La Garrovilla;716; I1 :  A la casa. Venían los padres, a lo mejó con una hermana, un tío, o lo que sea. Venían a pedir la entrada [V-Ljn] y ya está, y entraba en casa así. Como cuando te ibas a casá, venían a pedí la mano... [HS:E1 [Asent].] también. Venían a pedir la mano ya pa ajustá la boda y las cosas esas. Y antes las comidas se hacían en casa. [V-Ljn] ¿Sabes? Tu hacías las comidas en casa y, y te ibas al salón, al salón de [NP], [V-Ljn] ahí te ibas y ahí, bueno, pos nada, te encargabas de... los tableros, que ella los tenía, de tableros con burrillas y cosas de esas y buscabas a..., a personas [V-Ljn] y te ponían | te hacían la comida. Y había aquí una señora, que se llamaba [NP] y era mu buena... cocinera, y, bueno, pos iba a hacé las comidas y..., y nada, [HS:E1 [Asent].] así. Íbamos antes | iban a por los novios. O sea, antes, por ejemplo, pues la familia de la novia aquí y la familia del novio, en su casa. Cada uno iba. Y entonces llegaba la familia de la novia, y iban a casa del novio, [V-Ljn] ¿sabes? Iban a casa del novio a por el novio. Y luego ya venían aquí y salíamos. El novio salía | venía agarr- | con su ma- | a la madrina, su madre o su hermana o quien sea, y nosotras, la novia, pos salía con el, con el... padrino. Íbamos a la iglesia y luego después de la iglesia pos nos íbamos al | a la boda. Y de la boda, al baile. Y luego ya, [V-Ljn] si tenías dinero, pues te ibas por áhi. Si no tenías dinero, [Rndo: pos te quedabas en tu casa y ya está.] [V-Ljn] Así que...  E1 :  ¿Usté se fue de luna de miel?  I1 :   Sí, me fui mu poquitos días. Me fui una semana a Huelva a casa de una tía. Porque yo tenía al cargo a mi | al | porque yo me quedé... con once años sin madre. [HS:E1 [Asent].] Se quedó una tía al cargo nuestro con mi padre, pero mi tía murió y entonces yo me quedé al cargo de mi padre y de mi hermano. Entonces nada más que pude salí una semana porque tenía a mi padre y a mi hermano aquí [HS:E1 ¿Y adónde en Huelva] en casa.   E1 :  fue?  I1 :  Al mismo Huelva. [HS:E1 ¿A la ciudad?] A casa de una tía mía. [HS:E1 [Asent].] Nos fuimos allí, y, y ya está.  E1 :  Es que yo tengo familia en Huelva. [RISA] ;a;casa;si;definido;parentesco;movimiento;;en a de casa de
134;30;Burgos;Pedruzo (Condado de Treviño);934; E1 :  Con el huesito. Y, y después, los novios ¿cuando se casaban se iban a vivir por su cuenta o estaban en...?  I2 :  Ojo. Antes los novios no entraban en la casa de la novia hasta tres días antes de...  I1 :  De la boda.  I2 :  De...  E1 :  ¿Sí?  I2 :   Ya, cuando el novio entraba en la casa es que era cosa seria. Luego había proclamaciones, que era leerse entre domingos seguidos en la iglesia, pero los novios en casa de las novias nunca se entraba, ni las novias en casa los novios.   E1 :  ¿Estaba mal visto o cómo?  I2 :  No, era esa costumbre. ;en;casa;si;genérico;otro;ambiguo;;en a de casa de
